date,quarter,day_of_week,neighborhood,bike_cost,location,long,lat
2015-09-11,2015-10-01,Friday,University (79),490,Commercial Areas,-79.40117974868369,43.66250619981047
2015-09-10,2015-10-01,Thursday,Niagara (82),1000,Commercial Areas,-79.41242040394009,43.63668087060661
2015-09-14,2015-10-01,Monday,Princess-Rosethorn (10),900,Residential Structures,-79.54455928434245,43.66605058821453
2015-09-10,2015-10-01,Thursday,Niagara (82),200,Commercial Areas,-79.41242040394009,43.63668087060661
2015-09-14,2015-10-01,Monday,Roncesvalles (86),1900,Open/Public Spaces,-79.44299244306902,43.64612298805443
2015-09-15,2015-10-01,Tuesday,High Park-Swansea (87),500,Open/Public Spaces,-79.46787222692247,43.64506457452669
2015-09-14,2015-10-01,Monday,Dufferin Grove (83),400,Commercial Areas,-79.43734103751373,43.655428330164874
2015-09-13,2015-10-01,Sunday,Yonge-Eglinton (100),600,Residential Structures,-79.40359016622641,43.70468936092784
2015-09-15,2015-10-01,Tuesday,Kensington-Chinatown (78),1000,Commercial Areas,-79.39723987739471,43.6535541286232
2015-09-14,2015-10-01,Monday,Rosedale-Moore Park (98),1300,Residential Structures,-79.37966939989423,43.6828204124932
2015-09-06,2015-10-01,Sunday,Bay Street Corridor (76),800,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-11,2015-10-01,Friday,York University Heights (27),300,Commercial Areas,-79.48888293166782,43.76573645429017
2015-09-15,2015-10-01,Tuesday,Waterfront Communities-The Island (77),1000,Commercial Areas,-79.3772023229936,43.633880327159524
2015-09-16,2015-10-01,Wednesday,Greenwood-Coxwell (65),450,Public Institutions,-79.32431802090154,43.67261230021652
2015-08-14,2015-07-01,Friday,Dovercourt-Wallace Emerson-Junction (93),550,Commercial Areas,-79.43854070116043,43.6656769257464
2015-09-16,2015-10-01,Wednesday,Annex (95),2095,Commercial Areas,-79.40400062928025,43.67158543003155
2015-09-15,2015-10-01,Tuesday,Junction Area (90),700,Others,-79.47143987276426,43.667889760215104
2015-09-16,2015-10-01,Wednesday,Church-Yonge Corridor (75),900,Commercial Areas,-79.37901716162628,43.659648849449276
2015-08-14,2015-07-01,Friday,Dovercourt-Wallace Emerson-Junction (93),420,Commercial Areas,-79.43854070116043,43.6656769257464
2015-09-16,2015-10-01,Wednesday,University (79),1253.68,Commercial Areas,-79.40117974868369,43.66250619981047
2015-09-11,2015-10-01,Friday,Church-Yonge Corridor (75),500,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-09-17,2015-10-01,Thursday,St.Andrew-Windfields (40),0,Residential Structures,-79.37903710013872,43.75624582245125
2015-09-17,2015-10-01,Thursday,Willowdale West (37),100,Open/Public Spaces,-79.42755780279825,43.77121048659164
2015-09-15,2015-10-01,Tuesday,The Beaches (63),700,Residential Structures,-79.29960131609589,43.67104998326742
2015-09-17,2015-10-01,Thursday,Oakridge (121),1000,Commercial Areas,-79.2797083448345,43.697408127371254
2015-09-16,2015-10-01,Wednesday,South Parkdale (85),900,Public Institutions,-79.4393378322998,43.636699519318434
2015-09-12,2015-10-01,Saturday,Annex (95),500,Commercial Areas,-79.40400062928025,43.67158543003155
2015-09-16,2015-10-01,Wednesday,Blake-Jones (69),450,Residential Structures,-79.3373941737337,43.676172877463664
2015-09-08,2015-10-01,Tuesday,Church-Yonge Corridor (75),200,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-09-14,2015-10-01,Monday,Bay Street Corridor (76),400,Residential Structures,-79.38572124534863,43.657511330997565
2015-09-17,2015-10-01,Thursday,Waterfront Communities-The Island (77),1500,Residential Structures,-79.3772023229936,43.633880327159524
2015-09-12,2015-10-01,Saturday,Bay Street Corridor (76),600,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-16,2015-10-01,Wednesday,Clairlea-Birchmount (120),500,Residential Structures,-79.28138177798613,43.713592355014924
2015-09-15,2015-10-01,Tuesday,South Riverdale (70),200,Others,-79.33565132290826,43.6492919996662
2015-09-17,2015-10-01,Thursday,Church-Yonge Corridor (75),400,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-09-15,2015-10-01,Tuesday,Humewood-Cedarvale (106),450,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-17,2015-10-01,Thursday,Forest Hill North (102),900,Residential Structures,-79.42814316750712,43.704217556724494
2015-09-17,2015-10-01,Thursday,Roncesvalles (86),0,Residential Structures,-79.44299244306902,43.64612298805443
2015-09-18,2015-10-01,Friday,Church-Yonge Corridor (75),500,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-09-17,2015-10-01,Thursday,Roncesvalles (86),200,Residential Structures,-79.44299244306902,43.64612298805443
2015-09-18,2015-10-01,Friday,Bathurst Manor (34),232,Open/Public Spaces,-79.45605514611319,43.76481328101867
2015-09-10,2015-10-01,Thursday,Niagara (82),540,Commercial Areas,-79.41242040394009,43.63668087060661
2015-09-18,2015-10-01,Friday,Church-Yonge Corridor (75),300,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-09-17,2015-10-01,Thursday,High Park-Swansea (87),1970,Commercial Areas,-79.46787222692247,43.64506457452669
2015-09-18,2015-10-01,Friday,Waterfront Communities-The Island (77),0,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-09-18,2015-10-01,Friday,North Riverdale (68),650,Residential Structures,-79.35126041348335,43.67199514515696
2015-09-16,2015-10-01,Wednesday,Lansing-Westgate (38),800,Commercial Areas,-79.42474772579611,43.754271137278266
2015-09-19,2015-10-01,Saturday,Niagara (82),300,Commercial Areas,-79.41242040394009,43.63668087060661
2015-09-19,2015-10-01,Saturday,Bay Street Corridor (76),860,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-16,2015-10-01,Wednesday,Wychwood (94),400,Commercial Areas,-79.42551494769461,43.67691926447834
2015-09-19,2015-10-01,Saturday,Bay Street Corridor (76),600,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-17,2015-10-01,Thursday,Niagara (82),678,Commercial Areas,-79.41242040394009,43.63668087060661
2015-09-14,2015-10-01,Monday,Mount Pleasant West (104),3200,Residential Structures,-79.3933595525685,43.70443516328523
2015-09-18,2015-10-01,Friday,Mount Pleasant East (99),300,Public Institutions,-79.38492394099212,43.70485215179517
2015-09-18,2015-10-01,Friday,Rosedale-Moore Park (98),0,Residential Structures,-79.37966939989423,43.6828204124932
2015-08-12,2015-07-01,Wednesday,North Riverdale (68),650,Residential Structures,-79.35126041348335,43.67199514515696
2015-09-15,2015-10-01,Tuesday,Islington-City Centre West (14),176.27,Residential Structures,-79.54331653804603,43.633463294702935
2015-09-16,2015-10-01,Wednesday,Willowdale East (51),400,Commercial Areas,-79.40148379055928,43.770602244553096
2015-09-19,2015-10-01,Saturday,Bay Street Corridor (76),860,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-19,2015-10-01,Saturday,Yonge-St.Clair (97),450,Commercial Areas,-79.39787076624125,43.68785886372433
2015-09-19,2015-10-01,Saturday,Yonge-St.Clair (97),450,Commercial Areas,-79.39787076624125,43.68785886372433
2015-09-19,2015-10-01,Saturday,New Toronto (18),600,Residential Structures,-79.51035809204086,43.60058858826094
2015-08-28,2015-10-01,Friday,Niagara (82),600,Commercial Areas,-79.41242040394009,43.63668087060661
2015-09-19,2015-10-01,Saturday,Waterfront Communities-The Island (77),800,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-09-19,2015-10-01,Saturday,Cabbagetown-South St.James Town (71),400,Commercial Areas,-79.36610665903528,43.66764772385686
2015-09-16,2015-10-01,Wednesday,University (79),1189.99,Commercial Areas,-79.40117974868369,43.66250619981047
2015-09-20,2015-10-01,Sunday,South Parkdale (85),1500,Residential Structures,-79.4393378322998,43.636699519318434
2015-09-19,2015-10-01,Saturday,Moss Park (73),500,Commercial Areas,-79.36729702995146,43.656517618834606
2015-09-20,2015-10-01,Sunday,Church-Yonge Corridor (75),569,Residential Structures,-79.37901716162628,43.659648849449276
2015-09-20,2015-10-01,Sunday,Waterfront Communities-The Island (77),200,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-09-20,2015-10-01,Sunday,Black Creek (24),150,Residential Structures,-79.52197931718258,43.76489023887292
2015-09-19,2015-10-01,Saturday,East End-Danforth (62),50,Residential Structures,-79.29935867382727,43.68417387262764
2015-08-26,2015-10-01,Wednesday,Church-Yonge Corridor (75),1000,Commercial Areas,-79.37901716162628,43.659648849449276
2015-09-20,2015-10-01,Sunday,Humewood-Cedarvale (106),500,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-10,2015-10-01,Thursday,Annex (95),749.99,Commercial Areas,-79.40400062928025,43.67158543003155
2015-09-20,2015-10-01,Sunday,Humewood-Cedarvale (106),500,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-20,2015-10-01,Sunday,Waterfront Communities-The Island (77),500,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-09-19,2015-10-01,Saturday,Kensington-Chinatown (78),500,Residential Structures,-79.39723987739471,43.6535541286232
2015-09-21,2015-10-01,Monday,South Parkdale (85),800,Public Institutions,-79.4393378322998,43.636699519318434
2015-09-21,2015-10-01,Monday,Oakridge (121),500,Residential Structures,-79.2797083448345,43.697408127371254
2015-09-16,2015-10-01,Wednesday,University (79),600,Commercial Areas,-79.40117974868369,43.66250619981047
2015-09-20,2015-10-01,Sunday,University (79),400,Open/Public Spaces,-79.40117974868369,43.66250619981047
2015-09-15,2015-10-01,Tuesday,University (79),300,Commercial Areas,-79.40117974868369,43.66250619981047
2015-07-30,2015-07-01,Thursday,Willowdale East (51),350,Commercial Areas,-79.40148379055928,43.770602244553096
2015-09-14,2015-10-01,Monday,Bedford Park-Nortown (39),1500,Residential Structures,-79.42022735886505,43.73148619626069
2015-09-20,2015-10-01,Sunday,Mount Pleasant East (99),1000,Residential Structures,-79.38492394099212,43.70485215179517
2015-09-14,2015-10-01,Monday,Annex (95),900,Open/Public Spaces,-79.40400062928025,43.67158543003155
2015-09-22,2015-10-01,Tuesday,Regent Park (72),300,Open/Public Spaces,-79.3605088053568,43.659992140783885
2015-09-21,2015-10-01,Monday,Humewood-Cedarvale (106),1800,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-22,2015-10-01,Tuesday,Kensington-Chinatown (78),700,Commercial Areas,-79.39723987739471,43.6535541286232
2015-09-21,2015-10-01,Monday,Palmerston-Little Italy (80),2500,Residential Structures,-79.4184087281674,43.65915710120554
2015-09-21,2015-10-01,Monday,Clairlea-Birchmount (120),1000,Open/Public Spaces,-79.28138177798613,43.713592355014924
2015-09-22,2015-10-01,Tuesday,Highland Creek (134),550,Residential Structures,-79.1774724769542,43.79077475905604
2015-09-03,2015-10-01,Thursday,Dovercourt-Wallace Emerson-Junction (93),2000,Open/Public Spaces,-79.43854070116043,43.6656769257464
2015-09-18,2015-10-01,Friday,University (79),1700,Commercial Areas,-79.40117974868369,43.66250619981047
2015-09-20,2015-10-01,Sunday,Waterfront Communities-The Island (77),900,Residential Structures,-79.3772023229936,43.633880327159524
2015-09-17,2015-10-01,Thursday,Annex (95),2000,Open/Public Spaces,-79.40400062928025,43.67158543003155
2015-09-21,2015-10-01,Monday,Casa Loma (96),395,Commercial Areas,-79.40800664807479,43.68185209508544
2015-09-03,2015-10-01,Thursday,South Parkdale (85),750,Residential Structures,-79.4393378322998,43.636699519318434
2015-09-22,2015-10-01,Tuesday,Humber Heights-Westmount (8),625,Residential Structures,-79.52241619766016,43.69223279051614
2015-09-21,2015-10-01,Monday,New Toronto (18),2200,Commercial Areas,-79.51035809204086,43.60058858826094
2015-09-22,2015-10-01,Tuesday,Don Valley Village (47),550,Public Institutions,-79.35364413195393,43.783293676309825
2015-09-21,2015-10-01,Monday,Greenwood-Coxwell (65),900,Public Institutions,-79.32431802090154,43.67261230021652
2015-09-22,2015-10-01,Tuesday,Roncesvalles (86),1500,Commercial Areas,-79.44299244306902,43.64612298805443
2015-09-23,2015-10-01,Wednesday,Regent Park (72),1500,Residential Structures,-79.3605088053568,43.659992140783885
2015-09-18,2015-10-01,Friday,Palmerston-Little Italy (80),750,Open/Public Spaces,-79.4184087281674,43.65915710120554
2015-09-23,2015-10-01,Wednesday,Mimico (includes Humber Bay Shores) (17),500,Open/Public Spaces,-79.50013665098422,43.61592384473713
2015-09-19,2015-10-01,Saturday,Dovercourt-Wallace Emerson-Junction (93),0,Residential Structures,-79.43854070116043,43.6656769257464
2015-09-10,2015-10-01,Thursday,Newtonbrook West (36),600,Public Institutions,-79.4314215134344,43.785829927437725
2015-09-09,2015-10-01,Wednesday,Church-Yonge Corridor (75),500,Commercial Areas,-79.37901716162628,43.659648849449276
2015-09-11,2015-10-01,Friday,Woodbine-Lumsden (60),500,Residential Structures,-79.31116352540957,43.69410673833721
2015-09-11,2015-10-01,Friday,Woodbine-Lumsden (60),500,Residential Structures,-79.31116352540957,43.69410673833721
2015-09-21,2015-10-01,Monday,Regent Park (72),2500,Residential Structures,-79.3605088053568,43.659992140783885
2015-09-23,2015-10-01,Wednesday,Banbury-Don Mills (42),400,Public Institutions,-79.34971796126571,43.737656974004324
2015-09-23,2015-10-01,Wednesday,Banbury-Don Mills (42),500,Public Institutions,-79.34971796126571,43.737656974004324
2015-09-23,2015-10-01,Wednesday,Flemingdon Park (44),200,Commercial Areas,-79.33264596751758,43.71592974897502
2015-09-21,2015-10-01,Monday,Bay Street Corridor (76),150,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-21,2015-10-01,Monday,University (79),400,Commercial Areas,-79.40117974868369,43.66250619981047
2015-09-19,2015-10-01,Saturday,Waterfront Communities-The Island (77),1000,Commercial Areas,-79.3772023229936,43.633880327159524
2015-09-18,2015-10-01,Friday,Forest Hill North (102),0,Residential Structures,-79.42814316750712,43.704217556724494
2015-09-03,2015-10-01,Thursday,Little Portugal (84),1100,Commercial Areas,-79.43032271138112,43.64753592717682
2015-09-23,2015-10-01,Wednesday,Pelmo Park-Humberlea (23),500,Commercial Areas,-79.528282190996,43.7175145822485
2015-09-15,2015-10-01,Tuesday,Bay Street Corridor (76),100,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-16,2015-10-01,Wednesday,Mount Pleasant West (104),10000,Commercial Areas,-79.3933595525685,43.70443516328523
2015-09-24,2015-10-01,Thursday,Old East York (58),750,Open/Public Spaces,-79.33548836287208,43.69678126729079
2015-09-22,2015-10-01,Tuesday,Maple Leaf (29),850,Residential Structures,-79.48075801837139,43.715573934512385
2015-09-20,2015-10-01,Sunday,Willowdale East (51),100,Open/Public Spaces,-79.40148379055928,43.770602244553096
2015-09-23,2015-10-01,Wednesday,Niagara (82),1250,Residential Structures,-79.41242040394009,43.63668087060661
2015-09-24,2015-10-01,Thursday,Kingsway South (15),509.07,Commercial Areas,-79.51057680194461,43.65352042227594
2015-09-24,2015-10-01,Thursday,Mimico (includes Humber Bay Shores) (17),1200,Residential Structures,-79.50013665098422,43.61592384473713
2015-09-17,2015-10-01,Thursday,Kingsview Village-The Westway (6),200,Residential Structures,-79.54786330865342,43.69899255941022
2015-09-15,2015-10-01,Tuesday,Bay Street Corridor (76),600,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-24,2015-10-01,Thursday,University (79),500,Others,-79.40117974868369,43.66250619981047
2015-09-24,2015-10-01,Thursday,New Toronto (18),250,Open/Public Spaces,-79.51035809204086,43.60058858826094
2015-09-25,2015-10-01,Friday,Church-Yonge Corridor (75),80,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-09-25,2015-10-01,Friday,Niagara (82),2000,Open/Public Spaces,-79.41242040394009,43.63668087060661
2015-09-24,2015-10-01,Thursday,Glenfield-Jane Heights (25),300,Residential Structures,-79.51346530987723,43.74563573564186
2015-09-25,2015-10-01,Friday,Kensington-Chinatown (78),500,Open/Public Spaces,-79.39723987739471,43.6535541286232
2015-09-25,2015-10-01,Friday,Willowdale East (51),800,Open/Public Spaces,-79.40148379055928,43.770602244553096
2015-09-25,2015-10-01,Friday,Church-Yonge Corridor (75),550,Commercial Areas,-79.37901716162628,43.659648849449276
2015-09-25,2015-10-01,Friday,East End-Danforth (62),1000,Transportation,-79.29935867382727,43.68417387262764
2015-09-25,2015-10-01,Friday,Willowdale East (51),800,Open/Public Spaces,-79.40148379055928,43.770602244553096
2015-09-23,2015-10-01,Wednesday,Palmerston-Little Italy (80),900,Open/Public Spaces,-79.4184087281674,43.65915710120554
2015-09-25,2015-10-01,Friday,Mount Olive-Silverstone-Jamestown (2),100,Residential Structures,-79.58725925980302,43.74686777792156
2015-09-25,2015-10-01,Friday,South Parkdale (85),0,Open/Public Spaces,-79.4393378322998,43.636699519318434
2015-09-23,2015-10-01,Wednesday,Waterfront Communities-The Island (77),550,Commercial Areas,-79.3772023229936,43.633880327159524
2015-08-03,2015-07-01,Monday,Mount Pleasant West (104),1300,Residential Structures,-79.3933595525685,43.70443516328523
2015-09-04,2015-10-01,Friday,Kensington-Chinatown (78),500,Open/Public Spaces,-79.39723987739471,43.6535541286232
